MBC [IDX];Last Successful Poll;IP;Registration Status Group;CM Score;CM DS Avg Pwr;CM US Avg Pwr;CM DS Avg MER;CM US Avg MER;CM Uncorr Codewords;CM Corr Codewords;Flap Ins;Flap Power Adjustment;Flap Total Num;Flap Miss/Hit Ratio;CM Jitter;CM Latency;Packet Loss Rate;CM UpTime;Status Resets;CM DS Ch Set;CM US Ch Set;Memory Utilization;Processor Utilization;Device Name
00:CB:51:EC:40:BB;08-04-2020 08:38;11.130.3.50;W-Online;100;-1.5;45.5;44.35;41.6;0;0;4;52;30;0;1;7;0;2828975;0;32 bonding;OFDM;36;4;CM1
00:CB:51:EC:5C:8B;08-04-2020 08:38;11.116.115.82;P-Online;100;-6.85;48.8;42.94;40.3;0;0.05;0;5;19963;0;16;13;0;12556857;0;32 bonding;OFDM;34;13;CM1
00:CB:51:EB:6B:C4;08-04-2020 08:38;11.130.2.233;W-Online;100;2.35;26.2;43.23;37.2;0;0;1;47;680;0;32;13;0;2207900;1;Mix Bonding;OFDM;37;8;CM1
00:CB:51:EB:E7:EB;08-04-2020 08:38;11.130.2.222;W-Online;100;5.16;36.8;44.4;35.7;0;0;4;38;102;0;8;8;0;564619;0;32 bonding;OFDM;35;14;CM1
B4:2B:8C:B9:6D:30;08-04-2020 08:38;11.130.8.139;W-Online;100;2.93;45.2;46.06;29.5;0;0.01;3;116;538;0;1;6;0;1368600;0;24ch;QAM;64;5;CM1
00:CB:51:EC:60:B4;08-04-2020 08:38;11.130.6.131;W-Online;N/A;3.58;42.8;45.85;40;0;0.01;0;4;0;9.375;Timeout;Timeout;100;155;0;24 bonding;OFDM;32;20;CM1
00:CB:51:EC:3F:02;08-04-2020 08:38;11.130.0.37;W-Online;100;4.22;38.5;43.7;41.1;0;0;1;7;13;0;10;9;0;397895;0;32 bonding;OFDM;35;8;CM1
B4:2B:8C:B9:B3:F8;08-04-2020 08:38;11.130.0.226;W-Online;100;1.71;46.7;46.64;39.1;0;0.01;1;1031;444;0;1;6;0;6120287;0;24ch;QAM;64;5;CM1
00:CB:51:EC:63:1B;08-04-2020 08:38;11.116.115.230;P-Online;100;9.28;34.5;45.22;40;0;0;1;1964;91;0;30;50;0;17095512;0;32 bonding;OFDM;34;5;CM1
B4:2B:8C:B9:B5:F0;08-04-2020 08:38;11.130.0.163;W-Online;100;8.74;41.7;46.06;40.3;0;0;0;6;49;0;1;7;0;2638420;0;24ch;QAM;64;6;CM1
00:CB:51:EC:6B:08;08-04-2020 08:38;11.116.115.31;W-Online;100;0.98;43;45.83;45.1;0;0;0;3;2;0;1;6;0;17997304;1;24 bonding;OFDM;34;4;CM1
00:CB:51:EC:B7:ED;08-04-2020 08:38;11.130.7.171;W-Online;100;1.17;47.3;44.71;39.1;0;0.01;1;122;324;0;3;7;0;6119946;0;24 bonding;OFDM;36;9;CM1
00:CB:51:EC:5B:10;08-04-2020 08:38;11.116.115.246;W-Online;100;3.77;28.5;42.75;37.2;0;0;2;49;849;0;1;7;0;651728;0;Mix Bonding;OFDM;36;3;CM1
BC:3B:77:8B:CB:E9;08-04-2020 08:38;11.116.115.183;P-Online;95;-1.03;52.5;45.85;40.7;0.01;0.01;0;2;76;0;1;7;0;2297010;0;24 bonding;OFDM;33;1;CM1
00:CB:51:ED:FE:C2;08-04-2020 08:38;11.130.1.57;W-Online;100;8.55;45.8;46.93;41.6;0;0;1;8;2141;0;2;6;0;3923724;0;24 bonding;OFDM;33;1;CM1
00:CB:51:EE:08:8C;08-04-2020 08:38;11.130.0.71;W-Online;100;1.87;43;45.9;45.1;0;0;1;8;8;0;1;6;0;3674200;0;24 bonding;OFDM;33;4;CM1
BC:3B:77:8E:D2:CB;08-04-2020 08:38;11.130.1.133;W-Online;100;3.1;39.8;46.45;40;0;0.01;1;12;68;0;1;6;0;750666;0;24 bonding;OFDM;32;6;CM1
00:CB:51:EE:0C:2F;08-04-2020 08:38;11.130.6.165;W-Online;100;8.68;41.3;47.3;45.1;0;0;0;1;0;0;1;6;0;6773469;0;24 bonding;OFDM;33;4;CM1
00:CB:51:EC:B7:22;08-04-2020 08:38;11.130.1.135;W-Online;100;3.77;43;45.33;44.1;0.01;0.01;1;0;128;0;4;7;0;258059;0;32 bonding;OFDM;35;4;CM1
BC:3B:77:8E:D6:12;08-04-2020 08:38;11.130.2.228;W-Online;100;-2.7;47.3;43.72;42.1;0;0;4;41;51;0;1;7;0;4535620;2;24 bonding;OFDM;34;6;CM1
00:CB:51:EC:63:DE;08-04-2020 08:38;11.130.6.173;W-Online;100;5.95;36.5;44.23;40.3;0;0;1;38;100;0;1;6;0;3556885;0;32 bonding;OFDM;37;10;CM1
BC:3B:77:8E:D6:82;08-04-2020 08:38;11.130.7.228;W-Online;100;0.94;42.5;45.83;43.3;0;0;4;25;105;0;6;8;0;3608609;0;24 bonding;OFDM;33;4;CM1
00:CB:51:F0:70:E7;08-04-2020 08:38;11.130.2.95;W-Online;100;0.39;42.5;45.68;45.1;0;0;0;2;3;0;3;7;0;7653440;0;24 bonding;OFDM;33;4;CM1
BC:3B:77:8F:B4:99;08-04-2020 08:38;11.130.0.194;W-Online;95;-10.56;51.3;37.95;34;0;0;3;50;30;0;3;7;0;6254534;10;24 bonding;OFDM;34;7;CM1
00:CB:51:EC:7E:F0;08-04-2020 08:38;11.130.1.205;W-Online;100;3.6;42;43.78;38.6;0;0;5;63;76;0;1;7;0;2363018;0;32 bonding;OFDM;36;4;CM1
BC:3B:77:8F:C3:08;08-04-2020 08:38;11.130.2.65;W-Online;100;4.7;40.8;43.8;33.3;0;0;1;19;381;0;4;6;0;6260882;0;24 bonding;OFDM;34;9;CM1
00:CB:51:EE:13:D0;08-04-2020 08:38;11.130.1.163;W-Online;100;2.77;43.5;47.02;45.1;0;0;1;0;1;0;1;6;0;1068399;0;32 bonding;OFDM;35;10;CM1
00:CB:51:F0:B8:92;08-04-2020 08:38;11.130.2.253;W-Online;100;0.94;43.8;45.53;45.1;0;0;2;20;22;0;1;6;0;551633;0;24 bonding;OFDM;32;5;CM1
00:CB:51:ED:E4:27;08-04-2020 08:38;11.130.2.241;W-Online;100;-6.08;51;42.63;41.6;0;0;0;17;33;0;2;7;0;1305477;0;32 bonding;OFDM;35;18;CM1
BC:3B:77:90:85:9C;08-04-2020 08:38;11.130.1.176;W-Online;100;6.46;43;45.56;45.1;0;0;0;0;0;0;0;6;0;6257269;0;24 bonding;OFDM;33;4;CM1
BC:3B:77:90:89:54;08-04-2020 08:38;11.130.1.170;W-Online;100;5.54;41.3;47.59;45.1;0;0;0;0;0;0;0;6;0;7321494;0;24 bonding;OFDM;33;3;CM1
00:CB:51:F0:58:60;08-04-2020 08:38;11.130.2.246;W-Online;100;7.81;39.5;45.02;45.1;0.01;0.01;1;3;1;0;2;8;0;222870;0;32 bonding;OFDM;35;10;CM1
00:CB:51:F0:D5:95;08-04-2020 08:38;11.130.0.151;W-Online;100;6.64;46;47.1;41.6;0;0;1;6;30;0;1;7;0;6421654;1;24 bonding;OFDM;38;3;CM1
00:CB:51:F0:8C:F5;08-04-2020 08:38;11.130.7.74;W-Online;100;2.68;44.8;45.4;44.1;0.01;0.01;1;0;43;0;7;9;0;2410712;0;32 bonding;OFDM;36;7;CM1
00:CB:51:F0:BB:44;08-04-2020 08:38;11.130.0.35;W-Online;100;-4.94;49.3;43.82;40.7;0.01;0;1;3;49;0;3;6;0;2046698;0;32 bonding;OFDM;35;7;CM1
BC:3B:77:91:91:86;08-04-2020 08:38;11.130.2.4;W-Online;100;6.3;43.3;46.25;38.6;0;0.01;1;0;47;0;1;6;0;3772363;0;24 bonding;OFDM;33;3;CM1
00:CB:51:F0:C6:B0;08-04-2020 08:38;11.130.2.218;W-Online;100;1.45;41;43.79;39.4;0;0;0;7;23;0;9;8;0;1777379;0;32 bonding;OFDM;35;6;CM1
00:CB:51:F1:68:BF;08-04-2020 08:38;11.130.2.32;W-Online;100;-0.06;47.5;44.93;38.3;0;0.01;1;11;51;0;0;6;0;2883855;0;24 bonding;OFDM;33;9;CM1
00:CB:51:F1:68:BB;08-04-2020 08:38;11.116.115.238;W-Online;100;3.03;41.5;45.65;38.3;0;0.01;1;2;31;0;1;6;0;324824;0;24 bonding;OFDM;32;9;CM1
BC:3B:77:90:CE:90;08-04-2020 08:38;11.130.0.227;P-Online;100;4.93;47;46.13;41.1;0.01;0.01;1;1;0;0;3;7;0;2122764;0;32 bonding;OFDM;36;5;CM1
BC:3B:77:96:E8:D1;08-04-2020 08:38;11.130.3.11;W-Online;100;5.93;47;47.06;40.7;0;0;1;2;267;0;3;7;0;730274;0;24 bonding;OFDM;32;6;CM1
00:CB:51:F1:01:E1;08-04-2020 08:38;11.130.0.145;W-Online;100;4.13;38.8;43.96;41.1;0;0;1;6;108;0;0;6;0;194014;0;32 bonding;OFDM;35;4;CM1
00:CB:51:F1:1F:9B;08-04-2020 08:38;11.130.0.182;W-Online;100;1.7;42.8;44.8;40.3;0;0;1;13;2047;0;9;9;0;479882;0;32 bonding;OFDM;35;6;CM1
00:CB:51:F1:69:C2;08-04-2020 08:38;11.130.0.12;W-Online;100;-1.62;41.8;43.48;38.3;0;0.01;1;7;51;0;0;6;0;9842087;5;24 bonding;OFDM;40;7;CM1
BC:3B:77:97:2B:71;08-04-2020 08:38;11.116.115.136;W-Online;100;3.26;43.8;45.56;43.3;0.01;0.01;1;3;30;0;1;8;0;10775381;1;24 bonding;OFDM;39;2;CM1
BC:3B:77:91:95:B5;08-04-2020 08:38;11.130.1.241;W-Online;100;6.07;46;44.64;42.7;0;0;2;22;151;0;0;6;0;177522;0;32 bonding;OFDM;35;10;CM1
00:CB:51:F1:6C:93;08-04-2020 08:38;11.116.115.84;W-Online;100;4.61;44;46.44;40;0;0.01;1;0;37;0;1;6;0;4892265;0;24 bonding;OFDM;33;10;CM1
00:CB:51:F1:BE:17;08-04-2020 08:38;11.130.0.30;W-Online;100;5.12;40.8;44.37;41.6;0.01;0;4;4;7;0;0;6;0;1639326;2;24 bonding;OFDM;33;6;CM1
00:CB:51:F2:49:3D;08-04-2020 08:38;11.130.1.74;W-Online;100;0.11;46;45.08;40.7;0;0.01;1;2;87;0;2;8;0;9842032;5;24 bonding;OFDM;41;1;CM1
BC:3B:77:97:CC:89;08-04-2020 08:38;11.130.2.53;W-Online;100;6.26;42;46.47;41.6;0;0;1;3;16;0;1;7;0;10863843;2;24 bonding;OFDM;40;1;CM1
00:CB:51:F2:2F:51;08-04-2020 08:38;11.130.2.90;W-Online;100;1.24;43.3;45.78;45.1;0;0;2;24;14;0;15;9;0;1065691;0;24 bonding;OFDM;32;8;CM1
00:CB:51:F1:61:10;08-04-2020 08:38;11.130.0.249;W-Online;100;1.61;35.2;46.79;44.5;0;0;0;4;2;0;1;6;0;4219665;0;Mix Bonding;OFDM;37;56;CM1
BC:3B:77:97:EE:55;08-04-2020 08:38;11.130.3.21;W-Online;100;6.2;45;46.86;40.3;0;0;2;1;35;0;1;6;0;35269;0;24 bonding;OFDM;32;3;CM1
BC:3B:77:97:44:79;08-04-2020 08:38;11.130.2.184;W-Online;100;-2.12;46.8;43.73;39.1;0;0;2;7;28;0;4;6;0;167390;0;32 bonding;OFDM;35;12;CM1
00:CB:51:F2:09:3B;08-04-2020 08:38;11.116.115.217;W-Online;100;2.77;36.8;43.58;40.7;0;0;3;69;291;0;2;7;0;1307467;0;32 bonding;OFDM;35;12;CM1
BC:3B:77:97:E4:B0;08-04-2020 08:38;11.116.115.218;W-Online;100;3.74;42.8;43.89;45.1;0;0;1;0;0;0;1;6;0;4319032;0;32 bonding;OFDM;65;11;CM1
BC:3B:77:98:1B:81;08-04-2020 08:38;11.116.115.112;P-Online;100;4.69;35.2;45.38;37.7;0;0;4;67;419;0.151515;0;6;0;6025753;0;Mix Bonding;OFDM;34;6;CM1
00:CB:51:F2:F3:B5;08-04-2020 08:38;11.130.2.164;W-Online;100;5.02;44.3;46.41;38.6;0;0.01;1;2;248;0;4;7;0;2404169;0;24 bonding;OFDM;33;8;CM1
BC:3B:77:98:29:DC;08-04-2020 08:38;11.130.2.11;W-Online;100;12.62;43.5;46.57;42.7;0;0;1;0;49;0;1;6;0;6119621;0;24 bonding;OFDM;35;8;CM1
00:CB:51:F2:50:B6;08-04-2020 08:38;11.130.1.159;W-Online;100;7.9;42.3;45.05;41.6;0;0;0;0;0;0;1;6;0;47756;0;32 bonding;OFDM;34;5;CM1
BC:3B:77:98:1D:79;08-04-2020 08:38;11.130.7.19;W-Online;100;2.7;43;45.16;45.1;0;0;1;0;0;0;11;12;0;163972;0;24 bonding;OFDM;32;5;CM1
00:CB:51:F2:CB:77;08-04-2020 08:38;11.130.6.161;W-Online;100;5.64;43.3;44.91;45.1;0;0;0;7;44;0;0;5;0;1080345;0;32 bonding;OFDM;35;10;CM1
BC:3B:77:9F:08:F4;08-04-2020 08:38;11.130.0.18;W-Online;100;0.51;42.5;44.69;40.3;0;0;1;6;37;0;0;6;0;18767865;0;24 bonding;OFDM;35;4;CM1
04:B1:51:1E:CB:C5;08-04-2020 08:38;11.130.6.169;W-Online;100;2.2;47.2;44.28;40.3;0;0.05;1;1820;3794;0;0;6;0;7783660;0;24ch;QAM;81;4;CM1
00:CB:51:F2:E1:CB;08-04-2020 08:38;11.130.2.54;W-Online;100;-1.67;37;43.28;38.4;0;0;2;10;176;0.151515;2;6;0;1492748;0;Mix Bonding;OFDM;37;5;CM1
00:CB:51:F2:B5:3F;08-04-2020 08:38;11.130.0.164;W-Online;100;3.11;42.3;46.15;43.3;0.01;0.01;1;0;14;0;1;7;0;2194672;0;32 bonding;OFDM;36;9;CM1
BC:3B:77:9E:CB:FB;08-04-2020 08:38;11.116.115.194;P-Online;100;3.64;47.5;43.74;40.7;0;0;2;43;72;0;2;7;0;2971720;0;24 bonding;OFDM;33;6;CM1
04:B1:51:2C:4E:C9;08-04-2020 08:38;11.130.7.76;W-Online;100;2.69;38.7;45.15;33.4;0;0;0;43;278;0;1;6;0;685233;0;24ch;QAM;83;6;CM1
04:B1:51:2C:53:92;08-04-2020 08:38;11.116.115.228;P-Online;N/A;-0.89;51;46.44;36.2;0;0.05;1;455;7638;0;0;6;0;2872;0;24ch;QAM;80;9;CM1
04:B1:51:2E:BF:C8;08-04-2020 08:38;11.130.1.218;W-Online;100;5.19;37;43.99;34.9;0;0;2;297;2;0;1;6;0;2412646;0;24ch;QAM;80;5;CM1
BC:3B:77:9E:D8:95;08-04-2020 08:38;11.130.3.31;W-Online;100;-5.85;50.3;43.65;41.6;0.01;0;1;0;4832;0;9;9;0;2551350;0;32 bonding;OFDM;36;16;CM1
00:CB:51:F3:0F:89;08-04-2020 08:38;11.130.2.110;W-Online;100;1.24;43.5;44.64;45.1;0;0;1;0;7;0;5;8;0;4308500;0;32 bonding;OFDM;54;3;CM1
04:B1:51:31:46:8C;08-04-2020 08:39;11.130.0.123;W-Online;100;1.94;47.5;47.39;38.6;0;0.01;2;149;8;0;0;6;0;1776111;0;24ch;QAM;80;4;CM1
04:B1:51:31:B3:9C;08-04-2020 08:39;11.130.7.227;W-Online;100;2.24;46.2;46.26;42.7;0.01;0.01;1;9;15;0;1;7;0;6119281;0;24ch;QAM;80;1;CM1
04:B1:51:3F:07:EF;08-04-2020 08:39;11.130.7.0;W-Online;100;5.31;39.7;42.2;43.3;0;0;2;106;0;0;0;6;0;31556662;115;24ch;QAM;59;9;CM1
00:CB:51:F3:0E:B0;08-04-2020 08:38;11.116.115.226;W-Online;100;4.46;42;44.13;40;0;0.05;0;0;2558;0;32;12;0;1253448;0;32 bonding;OFDM;36;30;CM1
00:CB:51:F3:09:15;08-04-2020 08:38;11.130.7.23;W-Online;100;7.97;35.5;47.32;44.7;0;0;3;9;0;0;1;6;0;1545265;0;Mix Bonding;OFDM;36;8;CM1
BC:3B:77:B3:D9:4F;08-04-2020 08:39;11.116.115.16;W-Online;100;-0.97;47.8;45.27;45.1;0;0;0;123;1761;0;0;6;0;1027680;1;24 bonding;OFDM;33;15;CM1
00:CB:51:F2:F4:BD;08-04-2020 08:38;11.130.0.236;W-Online;100;3.33;35.2;43.76;37.7;0;0;0;16;74378;0;1;7;0;1529416;0;Mix Bonding;OFDM;37;8;CM1
BC:3B:77:B4:0B:E2;08-04-2020 08:39;11.130.2.24;W-Online;100;4.64;42.5;46;38.1;0;0.01;1;14;332;0;1;6;0;3584607;0;24 bonding;OFDM;33;7;CM1
00:CB:51:F3:12:DF;08-04-2020 08:38;11.130.2.242;W-Online;100;8.29;36.3;45.03;45.1;0;0;1;7;0;0;0;5;0;2426195;0;32 bonding;OFDM;36;7;CM1
BC:3B:77:B4:17:D1;08-04-2020 08:39;11.130.2.235;W-Online;100;3.3;44.8;45.22;45.1;0;0;1;0;141;0;1;7;0;5405868;0;24 bonding;OFDM;33;7;CM1
04:B1:51:DC:B3:98;08-04-2020 08:39;11.116.115.140;W-Online;100;2.95;38;46;34.2;0;0;2;379;659;0;1;6;0;10863531;0;24ch;QAM;81;2;CM1
00:CB:51:F3:50:03;08-04-2020 08:38;11.116.115.175;W-Online;100;2.16;44;45.15;45.1;0;0;1;8;35;0;7;8;0;2395251;0;32 bonding;OFDM;36;9;CM1
BC:3B:77:B0:B1:2B;08-04-2020 08:38;11.130.1.3;W-Online;100;4.91;42;46.06;42.1;0.01;0.01;1;0;40;0;1;6;0;1551316;2;32 bonding;OFDM;36;4;CM1
04:B1:51:3F:29:BF;08-04-2020 08:39;11.130.7.161;W-Online;100;10.18;40.2;44.2;42.1;0;0;1;88;9;0;0;6;0;8355625;4;24ch;QAM;58;5;CM1
BC:3B:77:B4:29:82;08-04-2020 08:39;11.130.8.9;P-Online;100;-3.42;43.3;44.32;39.7;0;0.05;0;8;8595;0;1;7;0;12231124;0;32 bonding;OFDM;34;5;CM1
BC:3B:77:B3:4C:0D;08-04-2020 08:38;11.130.0.235;W-Online;100;1.35;43.8;45.89;44.1;0.01;0.01;2;0;10;0;2;8;0;3389148;0;32 bonding;OFDM;37;6;CM1
BC:3B:77:B3:B2:BB;08-04-2020 08:38;11.130.2.56;W-Online;100;-0.43;42.5;43.95;40;0;0.05;3;1752;12030;0.497512;0;6;0;2494640;14;32 bonding;OFDM;37;4;CM1
08:3E:5D:46:B3:F8;08-04-2020 08:39;11.130.7.233;W-Online;100;5.38;46.4;44.63;40.7;0;0;1;1354;742;0;1;6;0;8400324;0;24ch;QAM;57;5;CM1
08:3E:5D:46:E4:E8;08-04-2020 08:39;11.130.2.15;P-Online;95;-0.43;52.4;45.45;41.1;0.01;0.01;1;355;0;0;1;7;0;673319;0;24ch;QAM;57;7;CM1
04:B1:51:D3:E5:33;08-04-2020 08:39;11.130.6.189;W-Online;100;-0.38;46.7;46.4;45.1;0;0;3;167;6;0;0;6;0;1933250;0;24ch;QAM;92;10;CM1
08:3E:5D:46:E5:40;08-04-2020 08:39;11.116.115.115;W-Online;100;5.04;36.7;44.43;34.4;0;0;1;342;29;0;2;7;0;7879154;0;24ch;QAM;57;5;CM1
BC:3B:77:B3:CB:BE;08-04-2020 08:39;11.116.115.244;W-Online;100;3.45;40.8;43.4;37.9;0;0;6;65;121;0;9;6;0;2820423;0;32 bonding;OFDM;36;5;CM1
08:3E:5D:47:F0:68;08-04-2020 08:39;11.130.0.181;W-Online;100;4.35;46.2;45.53;42.1;0;0;0;11;22;0;1;7;0;6117809;0;24ch;QAM;58;6;CM1
BC:3B:77:B4:69:93;08-04-2020 08:39;11.130.3.34;P-Online;100;5.87;46.3;46.58;42.1;0;0;1;10;252;0;1;6;0;6417561;0;32 bonding;OFDM;34;5;CM1
08:3E:5D:48:B0:48;08-04-2020 08:39;11.116.115.239;W-Online;100;3.26;49.5;46.92;37.9;0;0;1;9;2;0;1;6;0;8054157;2;24ch;QAM;57;3;CM1
08:3E:5D:48:B2:30;08-04-2020 08:39;11.130.8.168;W-Online;100;-2.77;46.7;44.79;39.1;0;0.01;1;13;11;0;1;6;0;476511;0;24ch;QAM;57;4;CM1
08:3E:5D:48:B4:D0;08-04-2020 08:39;11.130.7.18;W-Online;100;6.17;35.8;45.51;40.1;0;0;1;57;24;0;0;6;0;5670407;0;24ch;QAM;57;3;CM1
BC:3B:77:B4:B2:9C;08-04-2020 08:39;11.130.2.112;W-Online;100;8.71;38.8;46.91;41.6;0;0;1;2;216;0;0;6;0;2473579;0;24 bonding;OFDM;33;9;CM1
34:49:5B:86:F2:FB;08-04-2020 08:39;11.130.0.170;W-Online;100;3.64;39.8;43.67;39.7;0;0;1;16;0;0;4;7;0;472884;0;32 bonding;OFDM;35;20;CM1
30:93:BC:B4:21:7F;08-04-2020 08:39;11.130.7.125;W-Online;100;3.72;44.5;44.02;42.1;0;0;1;5;0;0;1;6;0;476183;0;32 bonding;OFDM;35;3;CM1
08:3E:5D:49:1C:70;08-04-2020 08:39;11.130.2.23;W-Online;100;-0.22;41.1;43.9;41.6;0;0;2;2029;883;0;1;6;0;38348;0;24ch;QAM;57;4;CM1
08:3E:5D:49:25:28;08-04-2020 08:39;11.130.0.220;W-Online;100;-0.17;46.4;45.14;44.1;0.01;0.01;0;652;25;0;2;8;0;301445;0;24ch;QAM;57;3;CM1
BC:3B:77:B4:3B:DF;08-04-2020 08:39;11.130.2.227;W-Online;100;11.96;38.8;47.25;45.1;0;0;0;9;0;0;1;6;0;99036;0;32 bonding;OFDM;35;4;CM1
BC:3B:77:B4:C5:B2;08-04-2020 08:39;11.116.115.174;W-Online;100;11.65;36.8;46.86;40.3;0;0;1;7;96;0;2;7;0;1000377;0;24 bonding;OFDM;33;6;CM1
08:3E:5D:49:29:08;08-04-2020 08:39;11.116.115.141;W-Online;100;4.17;36.7;43.99;35.2;0;0;1;84;21;0;2;6;0;8058889;0;24ch;QAM;58;8;CM1
BC:3B:77:B4:35:B6;08-04-2020 08:39;11.130.8.85;W-Online;100;1.9;34.5;44.76;36.5;0;0.05;0;4;6630;0;1;6;0;256268;0;Mix Bonding;OFDM;37;5;CM1
08:3E:5D:49:30:48;08-04-2020 08:39;11.130.7.22;W-Online;100;5;40.4;44.67;40.7;0;0;0;4381;62;0;0;6;0;8053603;0;24ch;QAM;57;3;CM1
B0:98:2B:6F:04:46;08-04-2020 08:39;11.130.6.194;W-Online;100;9.49;38;46.85;41.1;0;0;1;2;673;0;2;6;0;3655423;1;24 bonding;OFDM;34;3;CM1
BC:3B:77:B4:BD:E0;08-04-2020 08:39;11.130.0.231;W-Online;100;-2.5;48.3;43.94;38.8;0;0;2;46;202;0;3;7;0;843376;0;32 bonding;OFDM;36;14;CM1
08:3E:5D:49:7E:28;08-04-2020 08:39;11.130.2.2;W-Online;95;2.82;58.9;42.21;40.7;0.01;0;1;184;6;0;1;6;0;9787212;0;24ch;QAM;57;3;CM1
BC:3B:77:B4:7E:B8;08-04-2020 08:39;11.130.7.194;W-Online;100;7.82;37;46.7;44;0;0;0;0;35;0;0;6;0;1091985;0;Mix Bonding;OFDM;36;4;CM1
30:93:BC:B0:BB:12;08-04-2020 08:39;11.136.62.15;W-Online;100;3.79;39.8;44.26;40;0;0;0;6;0;0;1;6;0;167276;0;24 bonding;OFDM;33;9;CM1
B0:98:2B:6F:48:BE;08-04-2020 08:39;11.130.1.15;W-Online;100;-2.85;49.8;45.47;38.1;0;0.01;1;5;139;0;1;6;0;3079060;0;24 bonding;OFDM;33;11;CM1
08:3E:5D:4C:47:60;08-04-2020 08:39;11.130.7.192;W-Online;100;-0.07;38.6;43.92;39.1;0;0.05;1;43;38246;0;1;6;0;676482;0;24ch;QAM;57;5;CM1
08:3E:5D:4C:54:B0;08-04-2020 08:39;11.130.3.54;W-Online;100;3.89;47.1;44.85;39.7;0;0.01;0;4;0;0;1;6;0;223101;0;24ch;QAM;57;6;CM1
B0:98:2B:6F:43:85;08-04-2020 08:39;11.116.115.205;W-Online;95;-6.81;51.3;43.87;42.1;0;0;1;14;23;0;0;6;0;5357957;0;24 bonding;OFDM;33;4;CM1
08:3E:5D:4C:5B:E8;08-04-2020 08:39;11.130.7.231;W-Online;100;5.02;43.9;44.12;37.7;0;0;1;244;166;0;1;6;0;1873951;0;24ch;QAM;58;5;CM1
B0:98:2B:6F:57:C1;08-04-2020 08:39;11.136.62.22;W-Online;100;1.61;45;44.57;45.1;0;0;1;2;7;0;1;7;0;9762563;0;24 bonding;OFDM;35;4;CM1
08:3E:5D:4C:6F:B0;08-04-2020 08:39;11.116.115.45;W-Online;100;-2.06;40.3;44.55;34.9;0;0;1;44;17;0;1;6;0;8052254;0;24ch;QAM;57;4;CM1
30:93:BC:B0:B9:7F;08-04-2020 08:39;11.130.0.246;W-Online;100;8.33;35.3;46.31;42.7;0.01;0.01;0;9;4;0;2;7;0;340187;0;32 bonding;OFDM;35;12;CM1
08:3E:5D:4E:2C:10;08-04-2020 08:39;11.130.1.129;W-Online;100;1.97;43.6;44.94;45.1;0;0;1;105;128;0;1;7;0;6022041;0;24ch;QAM;57;4;CM1
08:3E:5D:4E:2F:38;08-04-2020 08:39;11.130.2.74;W-Online;100;1.24;46.2;46.32;44.1;0.01;0.01;1;26;40;0;1;8;0;9609776;3;24ch;QAM;57;4;CM1
08:3E:5D:4E:32:B0;08-04-2020 08:39;11.136.62.7;W-Online;100;-2.46;41.7;44.6;34.6;0;0;1;542;31;0;3;7;0;9762973;0;24ch;QAM;58;7;CM1
B0:98:2B:6F:57:89;08-04-2020 08:39;11.130.6.157;W-Online;100;3.92;44;44.83;45.1;0;0;1;6;104;0;6;10;0;2877396;0;32 bonding;OFDM;36;12;CM1
08:3E:5D:4E:37:20;08-04-2020 08:39;11.130.6.117;W-Online;100;2.28;40.8;45.32;34.3;0;0;1;3659;784;0.277778;0;7;0;217201;0;24ch;QAM;57;5;CM1
B0:98:2B:6F:62:9C;08-04-2020 08:39;11.130.0.92;W-Online;100;3.93;43.3;45.02;45.1;0;0;1;0;148;0;13;8;0;571178;0;24 bonding;OFDM;32;11;CM1
D8:D7:75:71:EC:F7;08-04-2020 08:39;11.116.115.168;W-Online;100;-1.87;36.2;43.29;36.7;0;0;0;0;0;0.151976;2;8;0;304294;0;Mix Bonding;OFDM;37;11;CM1
08:3E:5D:4E:5B:40;08-04-2020 08:39;11.130.6.145;W-Online;100;2.61;43.2;43.58;39.4;0;0.05;0;1892;222;0;1;6;0;6970848;1;24ch;QAM;57;5;CM1
08:3E:5D:4E:76:08;08-04-2020 08:39;11.130.6.123;W-Online;100;0.88;39.9;43.41;34.7;0;0;2;37735;1702;0;0;6;0;7156682;3;24ch;QAM;57;3;CM1
B0:98:2B:6F:8F:20;08-04-2020 08:39;11.136.62.14;W-Online;100;-0.91;46;45.36;45.1;0;0;2;6;0;0;1;6;0;1216095;0;24 bonding;OFDM;33;4;CM1
B0:98:2B:6F:63:BB;08-04-2020 08:39;11.130.1.61;W-Online;100;2.53;44.3;44.89;45.1;0;0;1;0;57;0;13;9;0;3833122;0;32 bonding;OFDM;36;57;CM1
B0:98:2B:6F:99:7D;08-04-2020 08:39;11.130.1.244;W-Online;100;-1.72;50.3;44.71;39.4;0;0.01;1;7;8;0;1;6;0;6097815;0;24 bonding;OFDM;34;10;CM1
08:3E:5D:50:3C:00;08-04-2020 08:39;11.130.8.121;W-Online;100;-5.02;50.2;43.67;38.1;0;0;2;243;1;0;1;7;0;9764186;9;24ch;QAM;57;5;CM1
08:3E:5D:50:39:D8;08-04-2020 08:39;11.130.8.33;W-Online;100;3.05;44.4;44.22;39.7;0;0.01;1;5;36;0;1;6;0;2762258;0;24ch;QAM;57;3;CM1
08:BD:43:B6:FD:5F;08-04-2020 08:39;11.130.0.188;W-Online;100;4.98;43.5;43.84;39.1;0;0;6;335;45;0;0;6;0;36841;0;24ch;QAM;81;9;CM1
