MBC [IDX];Last Successful Poll;IP;Registration Status Group;CM Score;CM DS Avg Pwr;CM US Avg Pwr;CM DS Avg MER;CM US Avg MER;CM Uncorr Codewords;CM Corr Codewords;Flap Ins;Flap Power Adjustment;Flap Total Num;Flap Miss/Hit Ratio;CM Jitter;CM Latency;Packet Loss Rate;CM UpTime;Status Resets;CM DS Ch Set;CM US Ch Set;Memory Utilization;Processor Utilization;Device Name
B0:8E:78:63:D0:C4;08-04-2020 08:49;11.116.115.115;W-Online;100;2.18;36.3;45.18;27.9;0;0.01;2;32;284;0;25;9;0;151808;0;32 bonding;OFDM;35;10;CM2
EC:BE:DD:B9:5B:CC;08-04-2020 08:49;11.130.1.221;W-Online;100;10.34;43.8;47.37;41.6;0;0;1;2;109;0;4;7;0;6116969;0;24 bonding;OFDM;33;8;CM2
B0:8E:78:63:E5:1C;08-04-2020 08:49;11.130.0.97;W-Online;100;3.44;45.3;44;45.1;0;0;3;8;12;0;1;6;0;2974716;0;32 bonding;OFDM;36;6;CM2
EC:BE:DD:B9:53:F3;08-04-2020 08:49;11.136.62.5;W-Online;100;0.8;40.5;43.67;37.9;0;0;4;61;8;0;1;6;0;349913;0;24 bonding;OFDM;33;6;CM2
EC:BE:DD:B9:4B:8E;08-04-2020 08:49;11.116.115.214;W-Online;100;4.45;43.5;45.26;45.1;0;0.01;0;3;14;0;3;7;0;1630664;0;32 bonding;OFDM;35;3;CM2
B0:8E:78:64:69:97;08-04-2020 08:49;11.116.115.13;W-Online;100;-0.46;48.8;45.5;39.7;0;0.01;1;21;132;0;1;6;0;3079774;0;24 bonding;OFDM;33;5;CM2
B0:8E:78:64:B2:B6;08-04-2020 08:49;11.130.2.61;W-Online;100;2.24;42.3;46.28;42.1;0;0;1;0;1;0;1;6;0;3508761;0;24 bonding;OFDM;33;11;CM2
B0:8E:78:64:B5:02;08-04-2020 08:49;11.130.0.134;W-Online;100;0.38;44;45.55;40;0;0;2;1;2;0;0;6;0;9108042;0;24 bonding;OFDM;33;10;CM2
B0:8E:78:64:CB:51;08-04-2020 08:49;11.130.7.37;W-Online;100;2.83;47;44.15;42.1;0;0;0;0;3;0;1;6;0;1529010;0;24 bonding;OFDM;32;4;CM2
B0:8E:78:64:99:B7;08-04-2020 08:49;11.130.1.227;W-Online;100;9.36;26;45.63;41.7;0;0;3;1;238;0.151515;0;6;0;1828912;0;Mix Bonding;OFDM;36;7;CM2
EC:BE:DD:B9:63:BB;08-04-2020 08:49;11.130.1.211;W-Online;95;-4.97;50;42.69;39.1;0;0;0;0;14;0;0;6;0;4249178;0;32 bonding;OFDM;36;13;CM2
EC:BE:DD:B9:6B:B6;08-04-2020 08:49;11.116.115.216;P-Online;100;3.7;40.3;45.3;40;0;0;1;55;786;0;1;6;0;7732552;0;32 bonding;OFDM;34;3;CM2
B0:8E:78:64:BF:12;08-04-2020 08:49;11.116.115.250;W-Online;100;7.67;41.8;47.72;45.1;0;0;5;0;0;0;2;6;0;38965;0;24 bonding;OFDM;32;10;CM2
EC:BE:DD:B9:89:F4;08-04-2020 08:49;11.116.115.135;W-Online;100;7.13;46.5;46.94;40;0;0;1;3;136;0;4;6;0;4024945;0;24 bonding;OFDM;33;5;CM2
B0:8E:78:65:00:B8;08-04-2020 08:49;11.130.6.183;W-Online;100;3.72;42.5;44.57;41.1;0;0;0;10;22;0;2;6;0;5356615;0;24 bonding;OFDM;33;9;CM2
B0:8E:78:64:27:87;08-04-2020 08:49;11.130.0.202;W-Online;100;-0.29;44.8;44.3;45.1;0;0;1;0;44;0;2;7;0;1066581;0;32 bonding;OFDM;35;3;CM2
EC:BE:DD:B9:3E:91;08-04-2020 08:49;11.130.3.18;W-Online;100;2.58;34.5;43.57;37;0;0;2;55;2008;0;2;7;0;2193808;0;Mix Bonding;OFDM;37;3;CM2
B0:8E:78:65:11:66;08-04-2020 08:49;11.130.0.209;P-Online;100;7.7;43;44.75;41.1;0;0.01;1;52;1512;0;2;8;0;6255200;1;24 bonding;OFDM;38;3;CM2
EC:BE:DD:B9:BB:D2;08-04-2020 08:49;11.116.115.21;W-Online;100;7.94;38.8;46.59;38.3;0;0;1;2;12;0;0;6;0;4367760;0;24 bonding;OFDM;34;5;CM2
B0:8E:78:65:1B:11;08-04-2020 08:49;11.130.8.255;W-Online;100;-3.75;49;44.15;37.5;0;0;2;45;77;0;1;7;0;9763584;11;24 bonding;OFDM;35;16;CM2
EC:BE:DD:BB:91:2B;08-04-2020 08:49;11.130.0.250;W-Online;100;-0.9;46.5;45.5;45.1;0;0;0;7;42;0;0;6;0;9464248;0;24 bonding;OFDM;34;8;CM2
EC:BE:DD:B9:63:DD;08-04-2020 08:49;11.130.0.24;W-Online;100;3.59;42.8;44.35;40.7;0;0.04;0;8;4797;0;1;7;0;652888;0;32 bonding;OFDM;36;9;CM2
B0:8E:78:65:40:D7;08-04-2020 08:49;11.130.2.36;W-Online;100;8.81;43;46.86;40.3;0;0;1;22;321;0;1;6;0;10702436;1;24 bonding;OFDM;37;6;CM2
EC:BE:DD:BB:B2:02;08-04-2020 08:49;11.130.1.66;W-Online;100;6;41;45.97;39.1;0;0.01;1;7;2;0;1;6;0;6119773;1;24 bonding;OFDM;35;8;CM2
EC:BE:DD:BB:B4:B0;08-04-2020 08:49;11.130.1.46;W-Online;100;5.96;43.3;45.76;45.1;0;0;0;0;0;0;0;6;0;7322205;0;24 bonding;OFDM;34;4;CM2
EC:BE:DD:B9:7C:80;08-04-2020 08:49;11.130.3.4;W-Online;100;7.32;35.7;47.28;44.7;0;0;0;6;0;0;1;5;0;2137098;0;Mix Bonding;OFDM;36;4;CM2
B0:8E:78:65:BC:BF;08-04-2020 08:49;11.136.62.11;W-Online;100;7.55;35.5;47.23;45.1;0;0;4;1;0;0;0;6;0;496681;0;24 bonding;OFDM;33;6;CM2
F4:6B:EF:C6:9B:EF;08-04-2020 08:49;11.130.0.234;W-Online;100;3.23;42.5;43.44;27;0;0.01;2;31;21;0;1;6;0;13466093;8;24 bonding;OFDM;39;3;CM2
F4:6B:EF:C6:97:B2;08-04-2020 08:49;11.130.0.94;W-Online;100;-0.06;46.5;41.29;42.1;0;0;2;22;70;0;1;6;0;1752409;0;24 bonding;OFDM;32;3;CM2
EC:BE:DD:BB:B5:4B;08-04-2020 08:49;11.130.1.111;W-Online;95;-0.11;53.3;41.09;38.8;0;0.01;0;5;486;0;1;7;0;3872695;0;24 bonding;OFDM;33;7;CM2
B0:8E:78:65:9B:64;08-04-2020 08:49;11.130.1.247;W-Online;100;8.36;37;44.4;38.8;0;0;2;40;136;0;1;6;0;3107460;0;32 bonding;OFDM;36;9;CM2
B0:8E:78:65:BB:11;08-04-2020 08:49;11.130.1.128;W-Online;100;6.21;35.8;47.01;45.1;0;0;3;5;1;0;0;6;0;6364490;12;24 bonding;OFDM;33;8;CM2
B0:8E:78:65:B9:F2;08-04-2020 08:49;11.116.115.137;W-Online;100;3.48;38;47.38;45.1;0;0;2;3;0;0;1;5;0;1074779;0;32 bonding;OFDM;35;6;CM2
B0:8E:78:65:0F:9F;08-04-2020 08:49;11.116.115.33;W-Online;100;8.69;42.5;46.41;45.1;0;0;1;0;0;0;1;6;0;651791;0;32 bonding;OFDM;35;7;CM2
B0:8E:78:65:B7:7D;08-04-2020 08:49;11.130.1.47;W-Online;100;7.17;36.3;46.92;45.1;0;0;1;0;1;0;1;5;0;648971;0;32 bonding;OFDM;35;10;CM2
B0:8E:78:6B:14:CE;08-04-2020 08:49;11.130.1.173;W-Online;100;0.18;47;45.55;38.1;0;0.01;1;0;119;0;1;6;0;10783174;6;24 bonding;OFDM;43;2;CM2
B0:8E:78:6B:29:3B;08-04-2020 08:49;11.130.2.64;W-Online;100;4.02;38;47.63;45.1;0;0;3;0;0;0;3;8;0;7912450;13;24 bonding;OFDM;34;9;CM2
F4:6B:EF:C7:02:BB;08-04-2020 08:49;11.130.1.68;W-Online;100;2.17;36.3;44.72;39.4;0;0.04;0;5;415;0;0;7;0;7761058;0;24 bonding;OFDM;34;6;CM2
B0:8E:78:65:B8:C6;08-04-2020 08:49;11.130.8.249;W-Online;100;1.13;41.8;43.82;37.3;0;0;4;54;150;0;12;9;0;1972078;0;32 bonding;OFDM;36;4;CM2
B0:8E:78:6B:3C:20;08-04-2020 08:49;11.130.1.118;W-Online;100;4.71;37.3;47.63;45.1;0;0;4;3;0;0;1;6;0;3334053;0;24 bonding;OFDM;33;3;CM2
B0:8E:78:65:BB:8F;08-04-2020 08:49;11.130.6.117;W-Online;100;3.69;37.5;47.24;45.1;0;0;0;3;0;0;0;5;0;2319196;0;32 bonding;OFDM;35;18;CM2
F4:6B:EF:C6:BF:89;08-04-2020 08:49;11.116.115.79;W-Online;100;5.73;42.3;45.01;42.1;0;0;2;11;58;0;0;6;0;12417302;0;24 bonding;OFDM;34;2;CM2
B0:8E:78:6B:32:02;08-04-2020 08:49;11.130.2.86;P-Online;95;-1.44;53.3;45.12;43.3;0;0.01;0;2;0;0;1;7;0;1108779;0;32 bonding;OFDM;35;2;CM2
F4:6B:EF:C6:BB:6D;08-04-2020 08:49;11.130.9.17;W-Online;100;2.52;44.3;43.44;38.1;0;0;0;29;723;0;2;7;0;730905;0;32 bonding;OFDM;35;16;CM2
F4:6B:EF:C6:B2:86;08-04-2020 08:49;11.130.1.44;W-Online;100;0.54;41.3;44.61;27.8;0;0.01;1;28;127;0;1;6;0;425639;0;32 bonding;OFDM;35;10;CM2
B0:8E:78:6C:F1:C0;08-04-2020 08:49;11.130.2.94;W-Online;100;6.47;36.5;47.58;45.1;0;0;2;0;3;0;1;6;0;3334052;0;24 bonding;OFDM;33;8;CM2
F4:6B:EF:C7:3D:BB;08-04-2020 08:49;11.130.1.143;W-Online;100;3.57;37.3;43.86;27.1;0;0.01;1;24;55;0;0;6;0;13466107;3;24 bonding;OFDM;38;6;CM2
B0:8E:78:6B:3F:DF;08-04-2020 08:49;11.130.1.62;W-Online;100;4.75;37;47.3;45.1;0;0;1;6;0;0;1;5;0;4069068;12;32 bonding;OFDM;37;10;CM2
B0:8E:78:6B:3F:FB;08-04-2020 08:49;11.130.0.238;W-Online;100;2.41;38;47.1;45.1;0;0;3;100;0;0;1;5;0;2339423;0;32 bonding;OFDM;36;2;CM2
F4:6B:EF:C7:0B:D3;08-04-2020 08:49;11.130.0.131;W-Online;100;2.75;38.8;44.56;27.5;0;0.01;1;14;263;0;1;6;0;194862;0;32 bonding;OFDM;35;2;CM2
B0:8E:78:6C:F5:63;08-04-2020 08:49;11.116.115.196;W-Online;100;5.47;36.8;47.38;45.1;0;0;3;1;1;0;2;7;0;2473680;0;24 bonding;OFDM;33;8;CM2
B0:8E:78:6C:F9:BE;08-04-2020 08:49;11.130.2.30;W-Online;100;4.74;38;47.35;45.1;0;0;2;3;0;0;1;7;0;3334390;0;24 bonding;OFDM;33;8;CM2
B0:8E:78:6B:40:8E;08-04-2020 08:49;11.130.8.45;W-Online;100;8.01;36.3;46.88;45.1;0;0;1;466;0;0;1;5;0;2288587;0;32 bonding;OFDM;35;2;CM2
F4:6B:EF:C7:30:00;08-04-2020 08:49;11.130.0.15;W-Online;100;1.15;42.5;43.97;38.6;0;0;1;294;11566;0;1;5;0;1690765;0;32 bonding;OFDM;35;12;CM2
B0:8E:78:6C:F4:F3;08-04-2020 08:49;11.130.2.254;W-Online;100;5.27;36.3;47.27;45.1;0;0;0;2;0;0;1;5;0;4320226;12;32 bonding;OFDM;68;2;CM2
B0:8E:78:6C:F5:1D;08-04-2020 08:49;11.130.2.183;W-Online;100;6.42;36.5;46.99;44.1;0;0;0;11;0;0;1;6;0;2932602;0;32 bonding;OFDM;36;5;CM2
F4:6B:EF:C7:1B:6D;08-04-2020 08:49;11.116.115.163;W-Online;100;3.8;39.8;45.59;42.1;0;0;1;5;5;0;1;6;0;82678;0;32 bonding;OFDM;35;8;CM2
F4:6B:EF:D0:F8:EB;08-04-2020 08:49;11.130.1.242;W-Online;100;5.01;43.3;46.4;45.1;0;0;0;5;0;0;1;6;0;2473846;0;32 bonding;OFDM;36;4;CM2
F4:6B:EF:D1:13:07;08-04-2020 08:49;11.130.7.223;W-Online;100;0.52;47.8;46.38;37.9;0;0.01;1;5;312;0;1;6;0;664073;0;24 bonding;OFDM;32;7;CM2
F4:6B:EF:D1:19:D6;08-04-2020 08:50;11.116.115.161;P-Online;100;3.51;47.3;46.11;45.1;0;0.01;1;0;7;0;4;7;0;7645621;1;24 bonding;OFDM;39;4;CM2
B0:8E:78:6E:9C:B4;08-04-2020 08:50;11.130.6.208;W-Online;100;7.58;39.3;45.33;38.3;0;0.01;1;2;21;0;14;8;0;388109;0;24 bonding;OFDM;32;3;CM2
F4:6B:EF:D0:FB:E9;08-04-2020 08:49;11.130.7.84;W-Online;100;1.56;47.5;45;43.3;0;0;1;20;73;0;1;6;0;1808045;0;32 bonding;OFDM;35;7;CM2
B0:8E:78:6C:FE:93;08-04-2020 08:49;11.130.0.169;W-Online;100;0.88;43.8;45.25;41.1;0;0.04;0;0;545;0;1;6;0;2678544;0;32 bonding;OFDM;36;8;CM2
F4:6B:EF:D1:1E:44;08-04-2020 08:50;11.130.1.147;W-Online;100;8.07;41.8;46.87;40;0;0;1;26;310;0;4;6;0;8427722;1;24 bonding;OFDM;37;3;CM2
B0:8E:78:6E:C8:F0;08-04-2020 08:50;11.130.2.11;W-Online;100;8.02;34.5;46.43;43.3;0;0;1;0;8;0;2;7;0;9307520;0;24 bonding;OFDM;33;16;CM2
B0:8E:78:6E:93:D6;08-04-2020 08:49;11.130.1.203;W-Online;100;0.76;46.8;44.92;41.1;0;0.04;0;2;14588;0;1;6;0;346691;0;32 bonding;OFDM;36;7;CM2
F4:6B:EF:D0:FF:96;08-04-2020 08:49;11.130.1.145;W-Online;100;3.88;39.8;45.59;45.1;0;0;0;6;8;0;1;6;0;1618367;0;32 bonding;OFDM;35;12;CM2
B0:8E:78:6E:CF:80;08-04-2020 08:50;11.130.8.115;W-Online;95;-2.91;50.5;44.3;45.1;0;0;3;9;141;0;2;6;0;2422936;0;24 bonding;OFDM;32;6;CM2
B0:8E:78:6E:99:CC;08-04-2020 08:49;11.116.115.118;W-Online;100;0.9;39.5;44.18;40.7;0;0.04;1;3;20943;0;0;6;0;430336;0;32 bonding;OFDM;35;0;CM2
F4:6B:EF:D1:B6:45;08-04-2020 08:50;11.130.1.52;W-Online;100;-0.13;45.3;44.85;44.1;0;0;1;1;392;0;2;7;0;1602594;0;24 bonding;OFDM;32;2;CM2
B0:8E:78:6F:8B:E6;08-04-2020 08:50;11.130.0.174;W-Online;100;4.92;40.8;46.98;44.1;0;0.01;3;0;3;0;1;7;0;6119459;0;24 bonding;OFDM;33;6;CM2
B0:8E:78:6F:B5:BF;08-04-2020 08:50;11.130.9.26;W-Online;100;2.18;43.3;44.66;40.3;0;0;0;11;10;0;2;8;0;5925540;3;24 bonding;OFDM;34;6;CM2
F4:6B:EF:D1:26:2B;08-04-2020 08:50;11.130.0.138;P-Online;70;-13.48;58.3;39.99;8.9;0;0.04;3;150;5099;0;9;8;0;3878176;1;32 bonding;OFDM;36;8;CM2
F4:6B:EF:D1:3D:4D;08-04-2020 08:50;11.130.7.203;W-Online;100;2.43;43.5;44.11;40.7;0;0;4;47;17;0;1;6;0;2867814;0;32 bonding;OFDM;36;9;CM2
B0:8E:78:6F:B5:EE;08-04-2020 08:50;11.130.2.35;W-Online;100;6.38;44.8;45.81;40.3;0;0;1;12;143;0;1;6;0;14297346;1;24 bonding;OFDM;34;11;CM2
B0:8E:78:6E:BB:57;08-04-2020 08:50;11.116.115.227;W-Online;100;-3.7;46;44.21;40;0;0.04;0;8;1905;0;1;6;0;433875;0;32 bonding;OFDM;36;8;CM2
B0:8E:78:6F:69:87;08-04-2020 08:50;11.116.115.229;W-Online;100;3.4;35.7;44.69;36.5;0;0.01;2;23;519;0;4;8;0;2394601;0;Mix Bonding;OFDM;37;13;CM2
B0:8E:78:70:0E:1C;08-04-2020 08:50;11.130.7.97;W-Online;100;5.88;45.5;45.15;39.4;0;0.01;1;4;69;0;1;6;0;9842804;5;24 bonding;OFDM;40;8;CM2
B0:8E:78:6F:9F:8F;08-04-2020 08:50;11.130.2.17;W-Online;100;0.51;46.5;43.91;35.3;0;0;1;19;769;0;1;6;0;1912912;0;32 bonding;OFDM;35;14;CM2
B0:8E:78:6F:B6:1F;08-04-2020 08:50;11.116.115.237;W-Online;100;5.25;42.8;45.91;43.3;0;0.01;1;10;74;0;3;7;0;1685894;1;24 bonding;OFDM;33;15;CM2
F4:6B:EF:D1:DB:72;08-04-2020 08:50;11.130.7.50;W-Online;100;-0.2;43.3;44.93;40;0;0;1;16;88;0;1;6;0;432780;0;24 bonding;OFDM;32;10;CM2
B0:8E:78:6F:6F:61;08-04-2020 08:50;11.130.1.217;W-Online;100;-2.32;45.8;44.81;41.1;0;0.04;1;15;24431;0;0;6;0;740962;0;32 bonding;OFDM;35;5;CM2
B0:8E:78:70:10:B0;08-04-2020 08:50;11.130.8.24;W-Online;100;0.45;45.5;44.69;38.1;0;0;1;38;50;0;2;7;0;1877995;0;24 bonding;OFDM;32;11;CM2
F4:6B:EF:D1:B9:FD;08-04-2020 08:50;11.130.2.76;W-Online;100;4.46;44.3;45.07;42.7;0;0;1;16;203;0;1;6;0;2698833;0;32 bonding;OFDM;37;8;CM2
F4:6B:EF:D1:BC:CE;08-04-2020 08:50;11.116.115.121;W-Online;100;-1.49;45.3;44.7;44.1;0;0;1;0;168;0;6;9;0;2107312;0;32 bonding;OFDM;35;11;CM2
B0:8E:78:70:11:41;08-04-2020 08:50;11.130.1.234;W-Online;100;-2.12;47.3;45.41;45.1;0;0;1;2;54;0;6;9;0;5418821;0;24 bonding;OFDM;34;9;CM2
F4:6B:EF:D1:DC:EF;08-04-2020 08:50;11.130.7.114;W-Online;100;6.22;41.5;44.8;41.6;0;0;1;5;53;0;0;6;0;1362711;0;24 bonding;OFDM;32;4;CM2
B0:8E:78:70:16:FF;08-04-2020 08:50;11.130.2.99;W-Online;100;6.41;42.8;47.5;44.1;0;0;1;0;0;0;1;6;0;14504381;0;24 bonding;OFDM;34;6;CM2
B0:8E:78:70:44:5C;08-04-2020 08:50;11.116.115.236;W-Online;100;1.6;47.5;45.53;39.1;0;0.01;1;0;41;0;2;7;0;13256990;6;24 bonding;OFDM;43;6;CM2
F4:6B:EF:D2:35:2C;08-04-2020 08:50;11.130.7.44;W-Online;100;0.25;43;45.9;45.1;0;0;0;6;765;0;1;6;0;8022975;0;24 bonding;OFDM;33;8;CM2
F4:6B:EF:D2:25:88;08-04-2020 08:50;11.130.0.124;W-Online;100;5.38;39.5;44.72;38.3;0;0;21;1296;6519;0;0;6;0;3317112;0;24 bonding;OFDM;33;6;CM2
F4:6B:EF:D2:25:EB;08-04-2020 08:50;11.130.0.232;W-Online;100;4.61;40.5;44.81;42.7;0;0;10;66;1305;0;1;7;0;55366;0;24 bonding;OFDM;32;10;CM2
B0:8E:78:70:1B:35;08-04-2020 08:50;11.130.1.59;W-Online;100;5.52;42.8;43.22;37.7;0;0.01;1;3;2;0;1;7;0;6121383;0;24 bonding;OFDM;37;5;CM2
B4:08:F5:13:7E:8B;08-04-2020 08:50;11.130.7.156;W-Online;95;-0.28;49.8;46.32;40.7;0;0;1;3;155;0;1;6;0;5855062;0;24 bonding;OFDM;33;4;CM2
F4:6B:EF:D2:36:C9;08-04-2020 08:50;11.130.0.6;W-Online;100;-4.98;48;44.07;40;0;0;2;10;25;0;1;6;0;1783292;0;24 bonding;OFDM;32;2;CM2
B4:08:F5:13:9E:CF;08-04-2020 08:50;11.130.1.111;W-Online;95;2.46;57;46.4;40.3;0;0;2;11;63;0;3;6;0;1253473;0;24 bonding;OFDM;32;6;CM2
F4:6B:EF:D2:4E:37;08-04-2020 08:50;11.130.9.42;W-Online;100;1.89;45.8;43.61;35.3;0;0;4;69;273;0;4;7;0;3450896;5;24 bonding;OFDM;33;4;CM2
F4:6B:EF:D2:6F:15;08-04-2020 08:50;11.130.7.142;W-Online;100;-2.09;48.3;44.42;38.8;0;0.01;1;5;34;0;1;6;0;2328969;0;24 bonding;OFDM;32;18;CM2
F4:6B:EF:D2:28:83;08-04-2020 08:50;11.130.0.9;W-Online;100;3.34;40.3;45.3;42.7;0;0;2;29;374;0;2;6;0;2327832;0;32 bonding;OFDM;36;12;CM2
F4:6B:EF:D2:BD:0B;08-04-2020 08:50;11.130.7.224;W-Online;95;-6.81;54.8;42.85;40;0;0;1;10;19;0;1;7;0;19293656;0;24 bonding;OFDM;35;4;CM2
B4:08:F5:14:5E:4C;08-04-2020 08:50;11.130.6.193;W-Online;100;-0.24;45.8;45.47;45.1;0;0;4;31;1167;0;1;6;0;10142252;0;24 bonding;OFDM;33;7;CM2
B4:08:F5:13:67:C4;08-04-2020 08:50;11.130.1.235;P-Online;100;-1.2;49.3;45.1;42.1;0;0.01;1;0;1;0;6;8;0;2847263;0;32 bonding;OFDM;36;5;CM2
B4:08:F5:14:58:E9;08-04-2020 08:50;11.130.0.65;P-Online;100;7.41;35;45.17;39.7;0;0.04;0;1;14299;0;1;6;0;4458719;0;32 bonding;OFDM;33;9;CM2
B4:08:F5:13:98:69;08-04-2020 08:50;11.130.0.68;W-Online;100;1.57;41.3;44.86;40.7;0;0.04;1;4;2375;0;2;6;0;430658;0;32 bonding;OFDM;35;3;CM2
B4:08:F5:14:67:36;08-04-2020 08:50;11.130.0.111;W-Online;100;1.55;44.8;45.04;44.1;0;0;3;20;701;0;0;6;0;768813;0;24 bonding;OFDM;32;2;CM2
B4:08:F5:13:ED:B2;08-04-2020 08:50;11.130.1.172;W-Online;100;4;32.3;44.63;40.7;0;0.04;0;2;23462;0;0;6;0;2207001;0;32 bonding;OFDM;36;8;CM2
B4:08:F5:14:47:9B;08-04-2020 08:50;11.130.2.88;W-Online;100;-7.83;47.3;42.93;40;0;0.04;0;32;35582;0;0;6;0;512368;0;32 bonding;OFDM;35;10;CM2
B4:08:F5:14:B1:34;08-04-2020 08:50;11.116.115.122;W-Online;100;10.3;42.8;47.13;41.1;0;0;1;0;23;0;1;6;0;11312136;1;24 bonding;OFDM;39;8;CM2
F4:6B:EF:D2:B5:70;08-04-2020 08:50;11.116.115.111;W-Online;95;-9.35;49;41.03;40.3;0;0.04;0;70;6075;0;10;8;0;13466213;10;24 bonding;OFDM;39;17;CM2
F4:6B:EF:D2:96:13;08-04-2020 08:50;11.130.0.140;W-Online;100;0.1;50;43.52;42.7;0;0;3;32;26;0;1;6;0;4126621;0;32 bonding;OFDM;36;4;CM2
B4:08:F5:14:8B:FB;08-04-2020 08:50;11.130.0.230;W-Online;100;1.03;46.3;44.21;45.1;0;0.01;1;5;102;0;1;8;0;6121266;0;24 bonding;OFDM;37;14;CM2
F4:6B:EF:D2:C9:6D;08-04-2020 08:50;11.130.8.116;W-Online;100;10.04;41.3;46.42;40.3;0;0;1;7;17;0;0;7;0;3180130;0;24 bonding;OFDM;33;10;CM2
B4:08:F5:14:22:5C;08-04-2020 08:50;11.130.0.23;W-Online;100;1.45;44;45.69;42.7;0;0.01;1;0;168;0;4;7;0;2089381;0;32 bonding;OFDM;36;9;CM2
B4:08:F5:14:C9:D0;08-04-2020 08:50;11.116.115.20;P-Online;70;-0.19;57.3;45.21;18.1;0;0.04;0;119;618;0;1;6;0;1202100;0;24 bonding;OFDM;32;7;CM2
B4:08:F5:14:E3:45;08-04-2020 08:50;11.130.7.146;W-Online;100;8.58;40.3;46.97;36.4;0;0;1;1;12;0;1;6;0;6515872;1;24 bonding;OFDM;38;6;CM2
B4:08:F5:14:F6:07;08-04-2020 08:50;11.130.7.129;W-Online;100;2.73;44;46.44;40.3;0;0;1;4;93;0;4;7;0;4374950;0;24 bonding;OFDM;33;8;CM2
F4:6B:EF:D2:EB:78;08-04-2020 08:50;11.136.62.9;W-Online;100;2.22;45.3;44.63;40;0;0.04;0;5;3863;0;1;6;0;3102856;0;24 bonding;OFDM;34;7;CM2
F4:6B:EF:D2:EC:12;08-04-2020 08:50;11.130.2.120;W-Online;100;1.58;46;46.11;40;0;0;1;34;86;0;4;7;0;82183;0;24 bonding;OFDM;32;8;CM2
B4:08:F5:14:FB:E1;08-04-2020 08:50;11.130.1.155;W-Online;100;3.25;45.5;45.11;45.1;0;0.01;1;7;1160;0;7;3;0;8664863;1;24 bonding;OFDM;37;5;CM2
B4:08:F5:15:30:37;08-04-2020 08:50;11.130.1.253;W-Online;100;-2;49.3;44.86;39.1;0;0.01;1;2;3;0;1;6;0;7388219;1;24 bonding;OFDM;39;10;CM2
F4:6B:EF:D3:2C:BF;08-04-2020 08:50;11.130.1.162;W-Online;100;-2.78;46.8;45.29;38.8;0;0.01;0;0;96;0;1;6;0;3172995;0;24 bonding;OFDM;34;5;CM2
F4:6B:EF:D3:95:8C;08-04-2020 08:50;11.130.0.158;W-Online;100;5.74;36.5;44.91;27.1;0;0.01;0;0;3;0;0;6;0;2657320;0;24 bonding;OFDM;33;6;CM2
B4:08:F5:14:76:E8;08-04-2020 08:50;11.116.115.70;P-Online;100;0.94;48;45.57;42.1;0;0.01;1;8;2;0;2;7;0;1122583;0;32 bonding;OFDM;36;3;CM2
B4:08:F5:15:55:E5;08-04-2020 08:50;11.116.115.110;W-Online;100;-7.91;47.8;44.49;44.1;0;0.01;1;3;19;0;3;8;0;11224352;1;24 bonding;OFDM;37;4;CM2
F4:6B:EF:D2:BD:89;08-04-2020 08:50;11.130.2.117;W-Online;100;3.6;34.5;44.65;42;0;0;2;23;677;0;4;7;0;1720249;0;Mix Bonding;OFDM;36;6;CM2
B4:08:F5:14:F2:02;08-04-2020 08:50;11.130.2.196;W-Online;100;5.2;32.5;45.27;27.3;0;0.01;3;43;95;0;1;6;0;1320049;1;32 bonding;OFDM;35;12;CM2
B4:08:F5:15:5B:B5;08-04-2020 08:50;11.130.3.39;W-Online;100;-2.89;45.5;44.8;39.7;0;0.01;1;20;350;0;4;7;0;3102812;0;24 bonding;OFDM;33;8;CM2
B4:08:F5:15:BF:87;08-04-2020 08:50;11.130.7.141;W-Online;95;0.33;51.8;46.35;40.3;0;0;1;1;65;0;2;6;0;6115590;0;24 bonding;OFDM;33;7;CM2
B4:08:F5:15:25:C5;08-04-2020 08:50;11.130.3.29;W-Online;100;3.15;38.3;44.84;40;0;0.04;1;5;20479;0;1;5;0;1187835;0;32 bonding;OFDM;35;10;CM2
F4:6B:EF:D3:DC:8F;08-04-2020 08:50;11.136.62.40;W-Online;100;4.03;32.2;43.16;37.5;0;0;1;50;784;0;16;11;0;341067;0;24 bonding;OFDM;33;5;CM2
F4:6B:EF:D3:82:CB;08-04-2020 08:50;11.130.2.6;W-Online;100;0.25;42.5;44.03;41.6;0;0;1;7;32;0;84;26;0;1035698;0;32 bonding;OFDM;35;7;CM2
B4:08:F5:15:B3:0E;08-04-2020 08:50;11.130.6.249;W-Online;100;1.2;42.5;45.38;42.1;0;0;2;4;18;0;3;7;0;19287724;0;24 bonding;OFDM;34;7;CM2
B4:08:F5:15:DB:67;08-04-2020 08:50;11.130.1.232;W-Online;100;-0.82;44.8;40.82;39.7;0;0.01;22;155;83;0.555556;1;6;0;7107;0;24 bonding;OFDM;32;2;CM2
B4:08:F5:15:89:69;08-04-2020 08:50;11.130.0.191;W-Online;100;7.75;39.3;44.8;41.1;0;0;1;0;2;0;0;6;0;1233696;0;32 bonding;OFDM;35;3;CM2
F4:6B:EF:D6:6E:ED;08-04-2020 08:50;11.130.1.213;P-Online;95;-4.54;57;45.14;42.1;0;0.01;1;2;0;0;1;7;0;4397320;0;24 bonding;OFDM;34;7;CM2
